item_name,serving_size,household_serving,brand_name,ingredients,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
"SHRIMP LO MEIN WITH BOK CHOY AND ROASTED PEANUTS MEAL KITS, SHRIMP LO MEIN",465.0 g,0.5 meal kit prepared,HOME CHEF,"SHRIMP (SHRIMP, WATER, SODIUM PHOSPHATES [TO RETAIN MOISTURE], SALT), SLICED BOK CHOY, LO MEIN NOODLES (WHEAT FLOUR, SEA SALT), LIME, SATAY SAUCE (WATER, SUGAR, PEANUT, CHILI GARLIC SAUCE [SALTED CHILI PEPPERS {CHILI PEPPERS, SALT}, WATER, SUGAR, RICE VINEGAR, DEHYDRATED GARLIC, MODIFIED CORN STARCH, ACETIC ACID], ONION, SOYBEAN OIL, LEMON GRASS, SEA SALT, GARLIC [WATER, GARLIC], FISH SAUCE [ANCHOVY EXTRACT, SALT, SUGAR, WATER], YEAST EXTRACT, MODIFIED FOOD STARCH, CITRIC ACID, WHEAT FLOUR [WHEAT FLOUR ENRICHED {WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID}, MALTED BARLEY FLOUR], GARLIC POWDER, ONION POWDER, WHITE PEPPER, GROUND GINGER, CAYENNE CHILI PEPPER, XANTHAN GUM), MATCHSTICK CARROTS, SWEET CHILI SAUCE (WATER, SUGAR, JALAPENO CHILI PEPPER, SALT, GARLIC WATER, GARLIC), WHITE DISTILLED VINEGAR, MODIFIED FOOD STARCH), SHALLOT, ROASTED PEANUTS PEANUTS ROASTED IN PEANUT AND/OR COTTONSEED AND/OR SUNFLOWER SEED AND/OR CANOLA OIL, SALT)",131.0,6.45,3.23,19.8,5.38,1.7,378.0,31.0,False,Dinner
"GRILLED CHICKEN BANH MI ROLL WR, GRILLED CHICKEN",252.0 g,252 GRM,MAI,"SUSHI RICE (WATER, WHITE RICE, SUSHI VINEGAR (SUGAR, RICE VINEGAR, WATER, SALT, CITRIC ACID, KELP EXTRACT KELP EXTRACT, SUGAR ALCOHOL, HYDROGENATED STARCH HYDROLYSATES, ALCOHOL, SALT, XANTHAN GUM))), GRILLED CHICKEN BREAST (CHICKEN BREAST, WATER, SEA SALT), SWEET CHILI PEANUT SAUCE (WATER, SUGAR, PEANUT BUTTER, GLUTEN FREE SOY SAUCE [WATER, SOYBEANS, SALT), LEMON CONCENTRATE JUICE, SALT, ROASTED PEANUT, SALTED SAKE [SALTED RICE WINE], SPICES, XANTHAN GUM), MANGO, RICE PAPER (TAPIOCA, RICE FLOUR, FILTERED WATER, SALT), LETTUCE, ROASTED RED PEPPER (ROASTED FLORINA RED PEPPERS, WATER, RED WINE VINEGAR, SEA SALT, GRAPE MUST.), CUCUMBER, PEANUTS, SESAME SEEDS, CILANTRO.",163.0,5.56,3.17,29.4,7.94,0.4,758.0,8.0,False,Dinner
"VIETNAMESE INSPIRED BANH MI VEGGIE WRAP, VIETNAMESE INSPIRED",156.0 g,1 package,AMY'S,"FILTERED WATER, ORGANIC TOFU (FILTERED WATER, ORGANIC SOYBEANS, MAGNESIUM CHLORIDE), ORGANIC BROWN RICE, ORGANIC MUSHROOMS, ORGANIC PINTO BEANS, VEGAN SOUR CREAM (ORGANIC TOFU [FILTERED WATER, ORGANIC SOYBEANS, MAGNESIUM CHLORIDEJ, FILTERED WATER, EXPELLER PRESSED HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL, ORGANIC LEMON JUICE, SEA SALT, ORGANIC BROWN RICE VINEGAR [FILTERED WATER, ORGANIC BROWN RICE, KOJI SPORES], STONEGROUND MUSTARD [DISTILLED VINEGAR, WATER, GROUND MUSTARD SEEDS, SALT, SPICES]), ORGANIC ONIONS, ORGANIC GARBANZO BEAN FLOUR, EXPELLER PRESSED HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL, ORGANIC PICKLED CARROTS (FILTERED WATER, ORGANIC CARROTS, ORGANIC DISTILLED VINEGAR, ORGANIC GARLIC, ORGANIC CANE SUGAR, SEA SALT), ORGANIC POTATO STARCH, ORGANIC TAPIOCA STARCH, ORGANIC GARLIC, ORGANIC SORGHUM FLOUR, ORGANIC TAMARI (WATER, ORGANIC SOYBEANS, ORGANIC ALCOHOL [TO PRESERVE FRESHNESS], SALT), ORGANIC CANE SUGAR, ORGANIC GINGER PURE (ORGANIC GINGER, FILTERED WATER), ORGANIC CILANTRO, ORGANIC JALAPEO PEPPERS, SEA SALT, ORGANIC SWEET RICE FLOUR.",205.0,7.69,8.97,23.7,3.21,1.9,436.0,0.0,False,Breakfast
"CHICKEN BANH MI STYLE SANDWICH WHITE CHICKEN MEAT, MARINATED DAIKON & CARROTS, SRIRACHA SAUCE, GREEN LEAF LETTUCE, JALAPENOS AND CILANTRO ON A RUSTIC FRENCH ROLL, CHICKEN BANH MI STYLE",241.0 g,1 Sandwich,RALLEY'S,"FRENCH BREAD (ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, CONTAINS 2% OR LESS OF: YEAST, SALT, WHEAT MALT EXTRACT, BARLEY MALT EXTRACT, CALCIUM SULFATE, WHEAT STARCH, ENZYMES, ASCORBIC ACID), CHICKEN BREAST WITH RIB MEAT (BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, POTATO STARCH, SALT, VINEGAR, YEAST EXTRACT AND CITRUS EXTRACT), SRIRACHA SAUCE (SOUR CREAM [GRADE A CULTURED CREAM], MAYONNAISE (SOYBEAN OIL, WATER, EGG YOLKS, DISTILLED VINEGAR, CONTAINS LESS THAN 2% OF SUGAR, SALT, CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR, DRIED GARLIC, DRIED ONION], SRIRACHA CHILI SAUCE [CHILI, SUGAR, SALT, GARLIC, ACETIC ACID, POTASSIUM SORBATE, SODIUM BISULFATE AS PRESERVATIVES AND XANTHAN GUM]), MARINATED VEGETABLES (DAIKON RADISHES, CARROT, RICE VINEGAR [RICE VINEGAR, WATER, DILUTED WITH WATER TO 4.2% ACIDITY {42 GRAIN}]), GREEN LEAF LETTUCE, JALAPENO PEPPER, CILANTRO LEAVES.",183.0,9.96,5.39,22.0,1.24,1.2,394.0,27.0,False,Lunch
"MI COSTENITA, PEANUTS WITH CHILE",27.0 g,0.25 cup,MI COSTENITA,"PEANUTS, SALT & RED PEPPER GROUND, LEMON SALT, PEANUT OIL, SOYBEAN OIL OR COTTONSEED OIL, METHYSILICONE (ADDED AS AN ANTIFOAMING AGENT).",519.0,14.8,22.2,59.3,0.0,3.7,519.0,0.0,False,Snack
MI LY INSTANT NOODLE,65.0 g,1 cup,Not specified,"NOODLES (54G): WHEAT FLOUR, MODIFIED TAPIOCA STARCH, PALM OIL, SALT, POTASSIUM CARBONATE (E501I). SOUP SACHET (4.8G): SALT, SPICES (PEPPER POWDER, GARLIC POWDER), SUGAR, ARTIFICIAL PORK FLAVOR (0.3%), DRIED GREEN ONION, FLAVOR ENHANCER: MONOSODIUM GLUTAMATE (E621). SAUCE (4.1G): PALM OIL, FRIED RED ONIONS. CONDIMENT (1.8G): DRIED CABBAGE, DRIED CARROT, DRIED GREEN ONION. CHILLI SACHET (0.3G): CHILLI POWDER.",489.0,7.69,21.5,64.6,0.0,0.0,3080.0,0.0,False,Unknown
"MI TAMARINDO, TAMARIND DRINK",300.0 ml,10.5 ONZ,MI TAMARINDO,"WATER, TAMARIND JUICE, SUGAR, FRUCTOSE SYRUP.",50.0,0.0,0.0,12.7,11.0,0.0,163.0,0.0,False,Unknown
"MI TIERRA, CORN TORTILLAS",28.0 g,1 TORTILLA,MI TIERRA,"ORGANIC CORN, WATER, CALCIUM HYDROXIDE",179.0,3.57,1.79,39.3,0.0,7.1,36.0,0.0,False,Unknown
"MI-DEL, GINGERBREAD MEN",26.0 g,4 COOKIES,MI-DEL,"ENRICHED WHEAT FLOUR(CONTAINING NIACIN, REDUCED IRON, THIAMINE MONOITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, CANOLA OIL, UNSILPHURED MOLASSES, GINGER, SODIUM BICARBONATE, ORGANIC CARAMEL COLOR, SEA SALT, SOY LECITHIN",423.0,3.85,11.5,76.9,30.8,3.8,423.0,0.0,False,Breakfast
"DE MI PAIS, PLANTAIN STRIPS",28.0 g,1 ONZ,DE MI PAIS,"PLANTAIN, VEGETABLE (PALM) OIL AND SALT.",429.0,3.57,27.9,42.9,0.01,7.1,193.0,0.0,False,Unknown
"MI COSTENITA, CALIF. CHILI PODS",28.0 g,1 ONZ,MI COSTENITA,DRIED CALIFORNIA CHILI PODS.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Unknown
"MI COSTENITA, CHOCOLATE CANDY COIN",6.0 g,1 PIECE,MI COSTENITA,"SUGAR, VEGETABLE FAT, COCOA POWDER, NONFAT MILK SOLIDS, NONFAT MILK, MALTODEXTRIN, SOY LECITHIN, POLYGLYCEROL ESTERS OF INTERESTERIFIED RICINOLEIC ACI, ARTIFICIAL FLAVOR AND TRISTEARATE.",500.0,0.0,33.3,66.7,50.0,0.0,100.0,0.0,False,Unhealthy
"MI COSTENITA, PORK CRACKLING STRIPS",14.0 g,0.5 ONZ,MI COSTENITA,"FRIED OUT PORK FAT WITH ATTACHED SKIN, SALT.",571.0,50.0,42.9,0.0,0.0,0.0,2430.0,71.0,False,Unknown
"MI COSTENITA, WHEAT PELLETS SNACKS",28.0 g,1 ONZ,MI COSTENITA,"WHEAT FLOUR, CORN STARCH, SODIUM BICARBONATE, IODIZED SALT AND ARTIFICIAL FOOD GRADE COLOR FD&C YELLOW NO. 6, CORN OIL, METHYSILICON (ADDED AS AN ANTIFOAMING AGENT).",357.0,10.7,0.0,82.1,0.0,0.0,1270.0,0.0,False,Unknown
"MI PANCHITO CHICHARRON, 8 OZ",14.0 GRM,0.5 oz. (14g),MI PANCHITO,"PORK SKINS, SALT",571.0,50.0,42.9,0.0,0.0,0.0,107.0,107.0,False,Unknown
"MI QUESO, SU QUESO, MEDIUM",32.0 g,2 Tbsp,JARDINES,"WATER, TOMATOES, NATURAL CHEESE PRE MIX (CORN STARCH, CHEESE POWDER [DEHYDRATED CHEESE {MILK, CHEESE CULTURE, SALT, ENZYMES}, WHEY, CANOLA OIL, WHEY PROTEIN CONCENTRATE, LACTOSE, MALTODEXTRIN, SALT, SODIUM PHOSPHATE, CITRIC ACID, NATURAL FLAVOR, LACTIC ACID], WHEY, DEXTROSE, SALT, MALTODEXTRIN, XANTHAN GUM (A NATURAL THICKENER), YEAST, TITANIUM DIOXIDE, SOY LECITHIN), SOYBEAN OIL (SOYBEAN OIL, CITRIC ACID), YELLOW ONION, NATURAL ENHANCER (GLUCONIC ACID, NATURAL FLAVOR), RED BELL PEPPERS, CORN STARCH, JALAPENO PEPPERS, GREEN BELL PEPPERS, GREEN CHILES, POBLANO PEPPERS, SALT, CHIPOTLE PEPPERS (CHIPOTLE PEPPERS, WATER, TOMATO PASTE, SALT, SUGAR, ONION, VINEGAR),GARLIC POWDER, SPICES AND ANNATTO.",109.0,0.0,6.25,9.38,3.12,0.0,359.0,0.0,False,Unknown
"MI SO GINGER DRESSING, GINGER",30.0 g,2 Tbs,GOJU,"SOYBEAN OIL, WATER, CANE SUGAR, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), ONION, RICE VINEGAR, MISO PASTE (WATER, SOYBEANS, RICE, SALT), GINGER, SESAME OIL, MODIFIED FOOD STARCH, SALT, TAHINI, SPICES, XANTHAN GUM & GUAR GUM, LEMON JUICE CONCENTRATE, GARLIC POWDER, POTASSIUM SORBATE AND SODIUM BENZOATE (PRESERVATIVES), NATURAL FLAVOR, CALCIUM DISODIUM EDTA (PRESERVATIVE).",367.0,0.0,33.3,13.3,10.0,0.0,1030.0,0.0,False,Unknown
"MI-RANCHITO BAKERY, QUESADILLA SALVADORENA",198.58999633789062 g,7 ONZ,MI-RANCHITO BAKERY,"ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY, NIACIN, IRON; THIAMINE MONONITRATE AND RIBOFLAVIN), RICE FLOUR,SOUR CREAM, CREAM CHEESE, MARGARINE, SUGAR, FRESH MILK, WHOLE EGGS, PARMESAN CHEESE, BAKING POWDER, SESAME SEEDS, ALL NATURAL NO ARTIFICIAL FLAVOR.",373.0,6.04,20.6,40.8,13.6,2.5,408.0,58.0,False,Unknown
Conestoga Mi Cocina Flour Tortilla Mix,39.0 GRM,1 tortilla,Conestoga,"INGREDIENTS: ENRICHED BLEACHED FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, Contains less than 2%: SALT, WHEY, CORN SYRUP SOLIDS, BAKING SODA, SODIUM ALUMINUM PHOSPHATE, SODIUM CASEINATE, MONO & DIGLYCERIDES, L-CYSTEINE HYDROCHLORIDE. CONTAINS ALLERGENS: WHEAT, MILK, MAY CONTAIN: EGG, SOY",410.0,7.69,11.5,66.7,0.0,2.6,897.0,0.0,False,Unknown
"MI AVENITA, OAT BEVERAGE, BANANA, BANANA",340.0 g,12 ONZ,MI AVENITA,"WHOLE MILK, WATER, EVAPORATED CANE JUICE, VITA-FIBER, WHOLE GRAINS OATS, INULIN, WHEY PROTEIN, MALTODEXTRIN, CULTURED SKIM MILK AS A NATURAL PRESERVATIVE, VANILLA EXTRACT, NATURAL BANANA FLAVOR, SPICES AND OTHER NATURAL FLAVORS, FRUIT JUICE FOR COLOR AND SALT.",103.0,3.24,2.65,18.8,10.9,4.7,65.0,9.0,False,Unknown
MI COMIDA SHREDDED ASADERO STYLE CHEESE,28.0 g,1 ONZ,H-E-B,"PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, POTATO STARCH AND POWDERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR).",357.0,21.4,28.6,3.57,0.0,0.0,643.0,89.0,False,Breakfast
"MI RANCHITO, BLUE CORN TORTILLA CHIPS",28.299999237060547 g,1 ONZ,MI RANCHITO,"STONE GROUND BLUE CORN, VEGETABLE OIL (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: CANOLA, SAFFLOWER, SUNFLOWER, SOYBEAN, CORN, AND/OR COTTONSEED), WATER AND SEA SALT.",495.0,7.07,24.7,67.1,0.0,7.1,265.0,0.0,False,Unhealthy
"MI RANCHITO, GOLDEN ROUND TORTILLA CHIPS",28.350000381469727 g,1 ONZ,MI RANCHITO,"STONE GROUND YELLOW AND WHITE CORN, VEGETABLE OIL (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: CANOLA, SAFFLOWER, SUNFLOWER, SOYBEAN, CORN, AND/OR COTTONSEED), WATER, SALT AND SEA SALT",494.0,7.05,24.7,63.5,0.0,7.1,265.0,0.0,False,Unhealthy
"MI-DEL, CANDY CANE CREMES COOKIES",32.0 g,2 COOKIES,MI-DEL,"SUGAR, GLUTEN FREE FLOUR (TAPIOCA STARCH, CORN FLOUR, CORN STARCH, POTATO STARCH, RICE FLOUR, SOY FLOUR, POTATO FLOUR, CARRAGEENAN, ACACIA GUM, XANTHAN GUM), PALM OIL, CANOLA OIL, COCOA POWDER (PROCESSED WITH ALKALI), CANDY CANE CRUSH (CORN SYRUP, SUGAR, COCONUT OIL, RED BEET COLOR, PEPPERMINT OIL, SOY LECITHIN), INVERT SUGAR, NATURAL FLAVORS, EGG, SALT, BAKING SODA, SOY LECITHIN, AMMONIUM BICARBONATE.",469.0,3.12,21.9,68.8,37.5,3.1,312.0,0.0,False,Unhealthy
"MI-DEL, GINGERBREAD MEN, GINGER, GINGER",26.0 g,4 COOKIES,MI-DEL,"GLUTEN-FREE FLOUR (CORN FLOUR, SOY FLOUR, POTATO FLOUR, RICE FLOUR, CORN STARCH, POTATO STARCH, XANTHAN GUM), SUGAR, MODIFIED TAPIOCA STARCH, CANOLA OIL, NATURAL GINGER FLAVOR, ORGANIC CARAMEL COLOR, BAKING SODA, SEA SALT, SOY LECITHIN, XANTHAN GUM.",423.0,3.85,9.62,76.9,34.6,0.0,404.0,0.0,False,Breakfast
"MI-FAMILIA, TRADITIONAL GORDITAS FLOUR TORTILLAS",45.0 g,1.6 TORTILLA,MI-FAMILIA,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONOHYDRATE, RIBOFLAVIN, FOLIC ACID), WATER, SHORTENING (VEGETABLE OIL: PALM AND/OR SOYBEAN AND/OR SUNFLOWER AND/OR CORN AND/OR PALM KERNEL AND/OR CANOLA AND/OR PARTIALLY HYDROGENATED SOYBEAN OILS), SODIUM BICARBONATE, SALT, CALCIUM PROPIONATE AND POTASSIUM SORBATE (PRESERVATIVES), SUGAR, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINIUM SULFATE, MONO- DIGLYCERIDES (EMULSIFIER), FUMARIC ACID, YEAST, ENZYMES, L-CYSTEINE (DOUGH CONDITIONER)",311.0,6.67,8.89,51.1,0.0,2.2,533.0,0.0,False,Unknown
"MI-RANCHITO MEXICAN COOKIES, COOKIES, MIX",24.0 g,1 CONCHA,MI-RANCHITO MEXICAN COOKIES,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY, NIACIN IRON, THIAMINE MONONITRATE AND RIBOFLAVIN), MARGARINE, SHORTENING (MADE FROM PARTIALLY HYDROGENATED SOYBEAN AND COTTONSEED OILS, BUTTER FLAVOR, WHEY POWDER, SUGAR, WHOLE EGGS.",417.0,4.17,10.4,66.7,33.3,0.0,333.0,17.0,False,Unhealthy
"SIMPLY MI-DELICIOUS, MI-DEL, HONEY GRAHAMS, 100% WHOLE WHEAT, SWEETENED WITH HONEY AND UNSULPHURED MOLASSES",38.0 g,4 CRACKERS,SIMPLY MI-DELICIOUS,"WHOLE WHEAT FLOUR, HONEY, UNSULPHURED MOLASSES, SOYBEAN OIL, LEAVENING (SODIUM BICARBONATE, AMMONIUM BICARBONATE), SALT, SOY LECITHIN, LEMON OIL.",368.0,5.26,9.21,65.8,15.8,7.9,605.0,0.0,False,Breakfast
"HAN KUK MI, EXTRA FANCY, SUSHI RICE",45.0 g,0.25 cup,HAN KUK MI,MILLED RICE.,356.0,6.67,0.0,77.8,0.0,0.0,0.0,0.0,False,Lunch
"MI MARACUYA, PASSION FRUIT DRINK, PARCHA, PARCHA",300.0 ml,10.50 ONZ,MI MARACUYA,"WATER, PASSION FRUIT JUICE, SUGAR.",53.0,0.33,0.0,13.3,12.0,0.0,67.0,0.0,False,Snack
"MI-DEL, GINGERBREAD MEN, LIMITED EDITION COOKIES",26.0 g,4 COOKIES,MI-DEL,"GLUTEN-FREE FLOUR (CORN FLOUR, SOY FLOUR, POTATO FLOUR, RICE FLOUR, CORN STARCH, POTATO STARCH, XANTHAN GUM), SUGAR, MODIFIED TAPIOCA STARCH, CANOLA OIL, FANCY MOLASSES, GINGER, BAKING SODA, ORGANIC CARAMEL COLOR, SEA SALT, SOY LECITHIN, XANTHAN GUM.",423.0,7.69,11.5,73.1,30.8,3.8,423.0,0.0,False,Breakfast
"MIS KAY'S CREAM CHEESE POUND CAKE, VANILLA",71.0 g,0.125 CAKE,DUCK COMMANDER FAMILY FOODS,"SUGAR, ENRICHED WHEAT FLOUR (BLEACHED WHEAT FLOUR, ENRICHMENT [NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, AND FOLIC ACID], MALTED BARLEY FLOUR), EGGS, MARGARINE (PARTIALLY HYDROGENATED SOYBEAN OIL, LIQUID SOYBEAN OIL, SKIM MILK, CULTURED SKIM MILK, SALT, VEGETABLE MONO AND DIGLYCERIDES AND SOY LECITHIN [EMULSIFIERS], SODIUM BENZOATE [TO PRESERVE FRESHNESS]. VITAMIN A PALMITATE, COLORED WITH BETA CAROTENE [SOURCE OF VITAMIN A], ARTIFICIAL FLAVOR), CREAM CHEESE (PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, STABILIZERS [CAROB BEAN AND/OR XANTHAN AND/OR GUAR GUMS]), VANILLA FLAVOR, BAKING SODA, CELLULOSE GUM.",394.0,4.23,19.7,47.9,32.4,0.4,268.0,85.0,False,Breakfast
"PUFF PASTRY MIS OREJITAS COOKIE, PUFF PASTRY",33.0 g,33 GRM,CUETARA,"SUGAR, WHEAT FLOUR, MARGARINE (VEGETABLE OIL (PALM OIL AND SOYBEAN OIL), IODIZED SALT, SOY LECITHIN (EMULSIFIER), MONOGLYCERIDES AND DIGLYCERIDES OF FATTY ACIDS. SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES, CITRIC ACID (ANTIOXIDANT), BETA-CAROTENE, BHA AS ANTIOXIDANT AND ARTIFICIAL FLAVORING).",364.0,3.03,10.6,60.6,45.4,0.0,152.0,0.0,False,Unhealthy
"CAMPBELL'S, FRESH-BREWED SOUP, HOMESTYLE CHICKEN BROTH & NOODLE MIS",18.899999618530273 g,1 K-CUP POD AND 1 PACKET,CAMPBELL'S,"BROTH K-CUP POD INGREDIENTS: DEHYDRATED CHICKEN BROTH, SALT, MALTODEXTRIN, YEAST EXTRACT, CONTAINS LESS THAN 2% OF: CHICKEN FAT, DEHYDRATED GARLIC, DEHYDRATED ONIONS, MONOSODIUM GLUTAMATE, NATURAL FLAVORS, DEXTROSE, BETA CAROTENE (FOR COLOR), DISODIUM INOSINATE, DISODIUM GUANYLATE, TURMERIC (FOR COLOR), SILICON DIOXIDE (ANTI-CAKING AGENT). SOUP BLEND PACKET INGREDIENTS: ENRICHED EGG NOODLES (WHEAT FLOUR, EGG YOLK, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VACUUM PUFFED CARROTS, SPICE.",370.0,21.2,5.29,52.9,10.6,0.0,3970.0,79.0,False,Lunch
"TOFFEE PEANUTS, SALTED ALMONDS, COCOA ALMOND, TOASTED COCONUT CHIPS, COCONUTTY CASHEWS & CHOCOLATE GRANOLA CLUSTERS CHOCOLATE COCONUT NUT MI, CHOCOLATE COCONUT",30.0 g,1/4 cup,SNAK CLUB,"ALMONDS, BUTTER TOFFEE PEANUTS (PEANUT, SUGAR, BUTTER, SALT), TOASTED COCONUT CHIPS (COCONUT MEAT, SUGAR), CHOCOLATE COCONUT CLUSTER (RICE FLOUR, WHOLE ROLLED OATS, BROWN RICE SYRUP, COCONUT, MILLED CANE SUGAR, EXPELLER PRESSED CANOLA OIL, CHOCOLATE CHUNKS [UNSWEETENED CHOCOLATE, SUGAR, ANHYDROUS DEXTROSE, SOY LECITHIN {AN EMULSIFIER}, VANILLA EXTRACT], COCOA POWDER [PROCESSED WITH ALKALI], ALMONDS, OAT FIBER, MOLASSES, NATURAL FLAVOR, GRAIN BLEND [AMARANTH, BARLEY, QUINOA], SALT, HEMP SEED, BARLEY MALT SYRUP, HONEY, MIXED TOCOPHEROLS [NATURAL VITAMIN E TO MAINTAIN FRESHNESS]), CASHEWS, SUGAR, HONEY COATING POWDER (SUGAR, CORN MALTODEXTRIN, HONEY SOLIDS, TAPIOCA MALTODEXTRIN), CHOCOLATE SEASONING (SUGAR, COCOA POWDER [PROCESSED WITH ALKALI], COCOA POWDER, SALT, CREAM SOLIDS [MILK], NATURAL FLAVORS, TAPIOCA STARCH, DEXTROSE, MALTODEXTRIN, CORN STARCH, GUM ARABIC), HONEY GLAZE (SUGAR, MALTODEXTRIN, HONEY SOLIDS, SALT, RICE STARCH, RAISIN JUICE CONCENTRATE, CITRIC ACID), VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA OIL, PEANUT OIL, AND/OR SUNFLOWER OIL), TACK BLEND (TAPIOCA MALTODEXTRIN, XANTHAN GUM), NATURAL COCONUT FLAVOR (DEXTROSE, NATURAL FLAVOR), SEA SALT, COCONUT.",533.0,13.3,36.7,46.7,30.0,3.3,300.0,0.0,False,Breakfast
"BLACK RIPE OLIVES SLICED MILD & NUTTY, BLACK RIPE OLIVES",16.0 g,2 Tbsp.,Not specified,"INGREDIENTS: RIPE OLIVES, WATER, SEA SALT, FERROUS GLUCONATE MI",125.0,0.0,93.8,6.25,0.0,6.2,875.0,0.0,False,Unknown
"BLACK RIPE OLIVES SLICED MILD & NUTTY, BLACK RIPE OLIVES",16.0 g,2 Tbsp.,LINDSAY,"INGREDIENTS: RIPE OLIVES, WATER, SEA SALT, FERROUS GLUCONATE MI",125.0,0.0,93.8,6.25,0.0,6.2,875.0,0.0,False,Unknown
"MUENSTER CLASSIC CHEESE, MUENSTER",19.0 GRM,1 SLICE,GOOD & GATHER,"PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES (MI- CROBIAL), ANNATTO (VEGETABLE COLOR).",368.0,21.0,31.6,0.0,0.0,0.0,632.0,105.0,False,Breakfast
"BAHN TRANG, SPRING ROLL SKIN",85.0 g,85 GRM,Not specified,"TAPIOCA FLOUR, WATER, SALT.",329.0,8.0,0.75,72.0,0.73,1.6,1420.0,0.0,False,Unhealthy
"KOMBUCHA, GINGER VESPER",355.0 ml,1 BOTTLE,PROHIBITION KOMBUCHA,"MI LAN XIANG KOMBUCHA (WATER, SUGAR, OOLONG TEA, KOMBUCHA CULTURES), GINGER JUICE, ORGANIC LEMON JUICE, ORGANIC ELDERFLOWER, ORGANIC JUNIPER",11.0,0.0,0.0,2.82,2.82,0.0,0.0,0.0,False,Unknown
RICE PAPER SPRING ROLL,2.8399999141693115 g,1 ONZ,BANH TRANG,"RICE FLOUR, TAPIOCA FLOUR, SALT, WATER.",3170.0,0.0,0.0,775.0,0.0,0.0,5040.0,0.0,False,Lunch
"ORANGE RUSH BOOST+ IMMUNITY CLEAN ENERGY PERFORMANCE DRINK, ORANGE RUSH",500.0 MLT,1 Bottle,DEFY,"FILTERED WATER, ERYTHRITOL, COCONUT WATER CONCENTRATE, CITRIC ACID, NATURAL FLAVORS, SODIUM CITRATE, MONOPOTASSIUM PHOSPHATE, L-ARGININE, TAURINE, L-CITRULLINE STEVIA EXTRACT (REBAUDIOSIDE MI, MAGNESIUM SULFATE, CAFFEINE GLYCERINE, PAPRIKA OLEORESIN FOR COLOR) ELDERBERRY EXTRACT, NIACINAMIDE, BEETROOT EXTRACT, ACAI EXTRACT, CALCIUM PANTOTHENATE, ZINC SULFATE, PYRIDOXINE HYDROCHLORIDE VITAMIN D CYANOCOBALAMIN",3.0,0.0,0.0,2.2,0.2,0.0,56.0,0.0,False,Unknown
AUTHENTIC TUSCAN APPETIZER ARUGULA DIP,15.0 g,1 Tbsp,Not specified,"MAYONNAISE (SUNFLOWER OIL, WATER, EGGS, WINE VINEGAR, SUGAR, CORN STARCH, SALT, MUSTARD, LEMON JUICE FROM CONCENTRATE, CITRIC ACID, SORBIC ACID (PRESERVATIVE)), ARUGULA (10%), CUCUMBERS, GARLIC.",533.0,0.0,46.7,0.0,0.0,0.0,433.0,33.0,False,Unknown
BREAD & VEGETABLES TUSCAN SOUP,150.0 g,150 GRM,Not specified,"WATER, CABBAGE, BREAD (10%) (WHEAT FLOUR, WATER, YEAST), WHITE BEANS, RED BEANS, TOMATO PUREE, CARROT, BEET, SUNFLOWER OIL, PUMPKIN, EXTRA VIRGIN OLIVE OIL, ONION, TOMATO PULP, GREEN BEANS, CONCENTRATED TOMATO JUICE, BLACK CABBAGE, CELERY, SALT, YEAST EXTRACT, BLACK PEPPER.",120.0,2.0,6.67,12.7,2.0,2.0,280.0,0.0,False,Breakfast
BROWN SUGAR CANE PANELA,4.0 g,0.75 TPS,Not specified,CANE JUICE.,375.0,0.0,0.0,100.0,100.0,0.0,125.0,75.0,False,Unhealthy
